source_file,direction,source_term,context,proposed_translation,term_type,status,notes
sorpozhivugal/nadagathilae.md,tamil_to_english,விதி மேலுலகம் குலத்துக்கோர் நீதி,"Three dominant ideas attributed to the pre-renaissance stage","fate; the upper world; separate justice for each caste",theatrical_ideology_triad,approved,"Kept as a recurring three-part formulation central to the speech."
sorpozhivugal/nadagathilae.md,tamil_to_english,தேள்கடிக்குப் பிறகு ஒரு தேன் சொட்டு,"Otherworldly consolation offered after fatalism intensifies a worker's suffering","a drop of honey after a scorpion sting",social_theatre_metaphor,approved,"Preserves the sharp contrast between pain and promised heavenly reward."
sorpozhivugal/nadagathilae.md,tamil_to_english,எலும்பைப் பெண்ணுருவாகக் கண்ட கண்கள் / பெண் எலும்புரு,"Reversal from mythic transformation to social causes that physically waste a woman","eyes that saw a skeleton become a woman / a woman reduced to a skeleton",literary_reversal,approved,"Both halves are necessary to retain Anna's wordplay and change of focus."
sorpozhivugal/nadagathilae.md,tamil_to_english,மாட்டு வண்டிக்கான மனப்பான்மை,"Ancient social thinking retained amid modern technological life","bullock-cart mentality",modernity_metaphor,approved,"Quoted from Jawaharlal Nehru in the source."
sorpozhivugal/call_to_the.md,english_to_tamil,the rulers of the country,"Citizens as the democratic source of the elected representatives' authority","நாட்டின் ஆட்சியாளர்களான மக்கள்",democratic_address,approved,"Maintains Anna's deliberate reversal of ruler and governed."
sorpozhivugal/call_to_the.md,english_to_tamil,walking diseases,"Price-raisers and hoarders represented as mobile social afflictions","நடமாடும் நோய்கள்",social_metaphor,approved,"Direct metaphor retained in quotation marks."
sorpozhivugal/call_to_the.md,english_to_tamil,greater autonomy for the State Governments,"Expanded constitutional authority alongside finance aid and loans","மாநில அரசுகளுக்குக் கூடுதல் தன்னாட்சி",federalism_term,approved,"Keeps autonomy distinct from financial assistance."
sorpozhivugal/call_to_the.md,english_to_tamil,attain full stature,"State Government gaining the authority and capacity needed to function fully","முழு வளர்ச்சி பெறுதல்",federalism_metaphor,approved,"Avoids reducing the phrase to physical size."
sorpozhivugal/latchiyam_valar.md,tamil_to_english,மூல முழக்கம்,"The governing slogan to which the movement's other programmes are tuned","fundamental slogan",movement_term,approved,"Linked to the following sruti analogy."
sorpozhivugal/latchiyam_valar.md,tamil_to_english,அரசியல் வெட்டுக்கிளிகள்,"Opportunistic political clamour contrasted with durable inner conviction","political locusts",political_metaphor,approved,"Literal image preserves the speech's contrast."
sorpozhivugal/latchiyam_valar.md,tamil_to_english,வாடிய தமிழ்ப்பயிர் செழிக்க வாய்க்கால் வெட்டிய வீரர்கள்,"Anti-Hindi campaigners whose sacrifice channels renewal to Tamil","warriors who cut a canal so the withered Tamil crop could flourish",extended_language_metaphor,approved,"Heading's agriculture image is retained in full."
sorpozhivugal/latchiyam_valar.md,tamil_to_english,எலிவளை எலிகளுக்கே,"Mocking distortion of Tamil Nadu for Tamils","a rat-hole for the rats",political_mockery,approved,"Needed to explain the following claim that ridicule failed."
sorpozhivugal/latchiyam_valar.md,tamil_to_english,உரிமை முரசொலி,"An awakened people's public proclamation of political right","drumbeat of rights",movement_metaphor,approved,"Distinguished in the source from ordinary party speech."
sorpozhivugal/ullatchi051157.md,tamil_to_english,ஸ்தல ஸ்தாபனம்,"An elected local-government institution such as a panchayat or district board","local body / local institution",historical_administrative_term,approved,"Rendered by context rather than retained as an opaque Sanskritised expression."
sorpozhivugal/ullatchi051157.md,tamil_to_english,சமுதாய நலத் திட்டம்,"The state-sponsored rural Community Development Programme operating through blocks","Community Development Programme",development_administration_term,approved,"Capitalised where it denotes the named programme."
sorpozhivugal/ullatchi051157.md,tamil_to_english,பத்து ரூபாய் நோட்டை பத்து துண்டாகக் கிழித்தல்,"Authority fragmented into unusable pieces across administrative tiers","tearing a ten-rupee note into ten pieces",governance_metaphor,approved,"Contrasted with exchanging the note into usable coin."
sorpozhivugal/ullatchi051157.md,tamil_to_english,கண் துடைப்பு மெழுகுப் பூச்சு,"A project seen as superficial display rather than durable public benefit","eyewash / a coat of polish",public_trust_idiom,approved,"Explains why villagers withhold cooperation."
sorpozhivugal/ullatchi051157.md,tamil_to_english,ஒரு டப்பிக்குள் இன்னொரு சின்ன டப்பி,"A temporary plan placed awkwardly inside a permanent local institution","a little tin inside another tin",organizational_metaphor,approved,"The resulting internal noise represents conflict without security."
sorpozhivugal/260868.md,tamil_to_english,நம்பிக்கையில்லாத் தீர்மானம்,"Legislative motion testing whether the Ministry retains the confidence of the House","no-confidence motion",parliamentary_term,approved,"Standard legislative rendering."
sorpozhivugal/260868.md,tamil_to_english,அகில உலகத்திற்கும் அவர் கட்சி போக வேண்டும்,"Humorous extension of Congress's all-India status into a worldwide ambition","his party should spread throughout the world",parliamentary_humour,approved,"Preserves Anna's reply and the recorded laughter."
sorpozhivugal/260868.md,tamil_to_english,செய்த பாவத்திற்குப் பிராயச்சித்தம்,"Congress sitting in opposition as penance for failures during its long rule","penance for the sin committed",political_religious_metaphor,approved,"Retains Ramalingam's formulation and Anna's response about conscience."
